source_url,source_type,date_accessed,confidence,notes,id_reference
https://doc.alabama.gov/ReEntryInfo,government,2026-07-06,high,Resource id 1: ADOC — Reentry & Rehabilitation Services,1
https://paroles.alabama.gov,government,2026-07-06,high,Resource id 2: Alabama Bureau of Pardons and Paroles — Statewide,2
https://mydhr.alabama.gov,government,2026-07-06,high,Resource id 3: MyDHR — Alabama Benefits Portal,3
https://medicaid.alabama.gov,government,2026-07-06,high,Resource id 4: Alabama Medicaid Agency,4
https://www.uwca.org/211,nonprofit,2026-07-06,high,Resource id 5: Alabama 211,5
https://www.alslegal.org,nonprofit,2026-07-06,high,Resource id 6: Legal Services Alabama — Statewide Intake,6
https://joblink.alabama.gov,government,2026-07-06,high,Resource id 7: Alabama Career Center System,7
https://www.aidt.edu,government,2026-07-06,high,Resource id 8: AIDT — Alabama Industrial Development Training,8
https://www.rehab.alabama.gov,government,2026-07-06,high,Resource id 9: Alabama Department of Rehabilitation Services (ADRS),9
https://mh.alabama.gov,government,2026-07-06,high,Resource id 10: Alabama Department of Mental Health (ADMH),10
https://doc.alabama.gov/ReentryCommission,government,2026-07-06,high,Resource id 11: Alabama Prisoner Reentry Commission,11
https://www.alea.gov,government,2026-07-06,high,Resource id 12: Alabama Law Enforcement Agency — Driver License Division,12
https://va.alabama.gov,government,2026-07-06,high,Resource id 13: Alabama Department of Veterans Affairs,13
https://988lifeline.org,government,2026-07-06,high,Resource id 14: 988 Suicide & Crisis Lifeline — Alabama,14
https://www.samhsa.gov/find-help/national-helpline,government,2026-07-06,high,Resource id 15: SAMHSA National Helpline,15
https://findtreatment.gov,government,2026-07-06,high,Resource id 16: FindTreatment.gov — Alabama Provider Search,16
https://www.alabamaappleseed.org,nonprofit,2026-07-06,high,Resource id 17: Alabama Appleseed Center for Law & Justice,17
https://dhr.alabama.gov/family-assistance-division,government,2026-07-06,high,Resource id 18: Alabama DHR — Family Assistance Division,18
https://www.coopergreenhealth.org,government,2026-07-06,high,Resource id 19: Cooper Green Mercy Health Services,19
